metro,metname,year,metmedfinc,conum,trnum,gisjoin2,gisjoin3,totfam,medfinc,medfincratio,medcat,gisjoin2_mod
14484,"Boston-Quincy, MA",2000,63577,25023,25023502200,25002305022,2.50E+12,1521,63494,0.999,3,2500235002200
14484,"Boston-Quincy, MA",2000,63577,25023,25023503101,2.50E+12,2.50E+12,1830,87554,1.377,5,2500235003101
14484,"Boston-Quincy, MA",2000,63577,25023,25023503102,2.50E+12,2.50E+12,1728,86099,1.354,5,2500235003102
14484,"Boston-Quincy, MA",2000,63577,25023,25023504101,2.50E+12,2.50E+12,1383,85026,1.337,5,2500235004101
14484,"Boston-Quincy, MA",2000,63577,25023,25023504102,2.50E+12,2.50E+12,1349,112867,1.775,6,2500235004102
14484,"Boston-Quincy, MA",2000,63577,25023,25023505101,2.50E+12,2.50E+12,1871,86110,1.354,5,2500235005101
14484,"Boston-Quincy, MA",2000,63577,25023,25023505102,2.50E+12,2.50E+12,1356,92188,1.45,5,2500235005102
14484,"Boston-Quincy, MA",2000,63577,25023,25023505200,25002305052,2.50E+12,1680,76955,1.21,4,2500235005200
14484,"Boston-Quincy, MA",2000,63577,25023,25023506101,2.50E+12,2.50E+12,1721,82979,1.305,5,2500235006101
14484,"Boston-Quincy, MA",2000,63577,25023,25023506102,2.50E+12,2.50E+12,1565,85657,1.347,5,2500235006102
14484,"Boston-Quincy, MA",2000,63577,25023,25023506202,2.50E+12,2.50E+12,674,82629,1.3,5,2500235006202
14484,"Boston-Quincy, MA",2000,63577,25023,25023506203,2.50E+12,2.50E+12,1341,77878,1.225,4,2500235006203
14484,"Boston-Quincy, MA",2000,63577,25023,25023506204,2.50E+12,2.50E+12,1350,61221,0.963,3,2500235006204
14484,"Boston-Quincy, MA",2000,63577,25023,25023507101,2.50E+12,2.50E+12,1418,103947,1.635,6,2500235007101
14484,"Boston-Quincy, MA",2000,63577,25023,25023507103,2.50E+12,2.50E+12,1101,107819,1.696,6,2500235007103
14484,"Boston-Quincy, MA",2000,63577,25023,25023507104,2.50E+12,2.50E+12,1445,108400,1.705,6,2500235007104
14484,"Boston-Quincy, MA",2000,63577,25023,25023508101,2.50E+12,2.50E+12,1671,80796,1.271,5,2500235008101
14484,"Boston-Quincy, MA",2000,63577,25023,25023508102,2.50E+12,2.50E+12,1338,61466,0.967,3,2500235008102
14484,"Boston-Quincy, MA",2000,63577,25023,25023508200,25002305082,2.50E+12,1562,78622,1.237,4,2500235008200
14484,"Boston-Quincy, MA",2000,63577,25023,25023509100,25002305091,2.50E+12,3155,65101,1.024,4,2500235009100
14484,"Boston-Quincy, MA",2000,63577,25023,25023510100,25002305101,2.50E+12,1314,56750,0.893,3,2500235010100
14484,"Boston-Quincy, MA",2000,63577,25023,25023510200,25002305102,2.50E+12,1487,51557,0.811,3,2500235010200
14484,"Boston-Quincy, MA",2000,63577,25023,25023510300,25002305103,2.50E+12,901,37542,0.59,1,2500235010300
14484,"Boston-Quincy, MA",2000,63577,25023,25023510400,25002305104,2.50E+12,857,35230,0.554,1,2500235010400
14484,"Boston-Quincy, MA",2000,63577,25023,25023510501,2.50E+12,2.50E+12,820,46274,0.728,2,2500235010501
14484,"Boston-Quincy, MA",2000,63577,25023,25023510502,2.50E+12,2.50E+12,1264,37857,0.595,1,2500235010502
14484,"Boston-Quincy, MA",2000,63577,25023,25023510503,2.50E+12,2.50E+12,1073,46318,0.729,2,2500235010503
14484,"Boston-Quincy, MA",2000,63577,25023,25023510600,25002305106,2.50E+12,748,67000,1.054,4,2500235010600
14484,"Boston-Quincy, MA",2000,63577,25023,25023510700,25002305107,2.50E+12,1450,54871,0.863,3,2500235010700
14484,"Boston-Quincy, MA",2000,63577,25023,25023510800,25002305108,2.50E+12,1401,31703,0.499,1,2500235010800
14484,"Boston-Quincy, MA",2000,63577,25023,25023510900,25002305109,2.50E+12,367,18233,0.287,1,2500235010900
14484,"Boston-Quincy, MA",2000,63577,25023,25023511000,25002305110,2.50E+12,739,31193,0.491,1,2500235011000
14484,"Boston-Quincy, MA",2000,63577,25023,25023511100,25002305111,2.50E+12,1452,58772,0.924,3,2500235011100
14484,"Boston-Quincy, MA",2000,63577,25023,25023511200,25002305112,2.50E+12,1063,48155,0.757,2,2500235011200
14484,"Boston-Quincy, MA",2000,63577,25023,25023511301,2.50E+12,2.50E+12,1226,51466,0.81,3,2500235011301
14484,"Boston-Quincy, MA",2000,63577,25023,25023511302,2.50E+12,2.50E+12,926,50761,0.798,2,2500235011302
14484,"Boston-Quincy, MA",2000,63577,25023,25023511400,25002305114,2.50E+12,894,31563,0.496,1,2500235011400
14484,"Boston-Quincy, MA",2000,63577,25023,25023511500,25002305115,2.50E+12,1054,37653,0.592,1,2500235011500
14484,"Boston-Quincy, MA",2000,63577,25023,25023511600,25002305116,2.50E+12,1763,42793,0.673,2,2500235011600
14484,"Boston-Quincy, MA",2000,63577,25023,25023511701,2.50E+12,2.50E+12,1279,64067,1.008,4,2500235011701
14484,"Boston-Quincy, MA",2000,63577,25023,25023511702,2.50E+12,2.50E+12,652,61324,0.965,3,2500235011702
14484,"Boston-Quincy, MA",2000,63577,25023,25023520100,25002305201,2.50E+12,1584,69375,1.091,4,2500235020100
14484,"Boston-Quincy, MA",2000,63577,25023,25023520201,2.50E+12,2.50E+12,1033,66979,1.054,4,2500235020201
14484,"Boston-Quincy, MA",2000,63577,25023,25023520202,2.50E+12,2.50E+12,1151,69659,1.096,4,2500235020202
14484,"Boston-Quincy, MA",2000,63577,25023,25023521101,2.50E+12,2.50E+12,1056,61204,0.963,3,2500235021101
14484,"Boston-Quincy, MA",2000,63577,25023,25023521102,2.50E+12,2.50E+12,878,67589,1.063,4,2500235021102
14484,"Boston-Quincy, MA",2000,63577,25023,25023521201,2.50E+12,2.50E+12,683,56745,0.893,3,2500235021201
14484,"Boston-Quincy, MA",2000,63577,25023,25023521202,2.50E+12,2.50E+12,1021,65464,1.03,4,2500235021202
14484,"Boston-Quincy, MA",2000,63577,25023,25023522101,2.50E+12,2.50E+12,1175,64861,1.02,4,2500235022101
14484,"Boston-Quincy, MA",2000,63577,25023,25023522102,2.50E+12,2.50E+12,1392,72143,1.135,4,2500235022102
14484,"Boston-Quincy, MA",2000,63577,25023,25023523100,25002305231,2.50E+12,768,68021,1.07,4,2500235023100
14484,"Boston-Quincy, MA",2000,63577,25023,25023523201,2.50E+12,2.50E+12,744,68393,1.076,4,2500235023201
14484,"Boston-Quincy, MA",2000,63577,25023,25023523202,2.50E+12,2.50E+12,1927,66644,1.048,4,2500235023202
14484,"Boston-Quincy, MA",2000,63577,25023,25023524101,2.50E+12,2.50E+12,753,66150,1.04,4,2500235024101
14484,"Boston-Quincy, MA",2000,63577,25023,25023524102,2.50E+12,2.50E+12,1041,63385,0.997,3,2500235024102
14484,"Boston-Quincy, MA",2000,63577,25023,25023525101,2.50E+12,2.50E+12,1626,73348,1.154,4,2500235025101
14484,"Boston-Quincy, MA",2000,63577,25023,25023525102,2.50E+12,2.50E+12,1742,78610,1.236,4,2500235025102
14484,"Boston-Quincy, MA",2000,63577,25023,25023525200,25002305252,2.50E+12,2267,72742,1.144,4,2500235025200
14484,"Boston-Quincy, MA",2000,63577,25023,25023525300,25002305253,2.50E+12,0,,,,2500235025300
14484,"Boston-Quincy, MA",2000,63577,25023,25023526100,25002305261,2.50E+12,2056,65461,1.03,4,2500235026100
14484,"Boston-Quincy, MA",2000,63577,25023,25023530100,25002305301,2.50E+12,876,63056,0.992,3,2500235030100
14484,"Boston-Quincy, MA",2000,63577,25023,25023530200,25002305302,2.50E+12,887,38380,0.604,1,2500235030200
14484,"Boston-Quincy, MA",2000,63577,25023,25023530300,25002305303,2.50E+12,905,50344,0.792,2,2500235030300
14484,"Boston-Quincy, MA",2000,63577,25023,25023530400,25002305304,2.50E+12,1764,76688,1.206,4,2500235030400
14484,"Boston-Quincy, MA",2000,63577,25023,25023530500,25002305305,2.50E+12,1365,65721,1.034,4,2500235030500
14484,"Boston-Quincy, MA",2000,63577,25023,25023530600,25002305306,2.50E+12,1351,72768,1.145,4,2500235030600
14484,"Boston-Quincy, MA",2000,63577,25023,25023530700,25002305307,2.50E+12,746,64583,1.016,4,2500235030700
14484,"Boston-Quincy, MA",2000,63577,25023,25023530800,25002305308,2.50E+12,2396,61196,0.963,3,2500235030800
14484,"Boston-Quincy, MA",2000,63577,25023,25023530900,25002305309,2.50E+12,3132,66522,1.046,4,2500235030900
14484,"Boston-Quincy, MA",2000,63577,25023,25023540100,25002305401,2.50E+12,2658,75838,1.193,4,2500235040100
14484,"Boston-Quincy, MA",2000,63577,25023,25023541100,25002305411,2.50E+12,1306,67031,1.054,4,2500235041100
14484,"Boston-Quincy, MA",2000,63577,25023,25023542100,25002305421,2.50E+12,2231,62410,0.982,3,2500235042100
14484,"Boston-Quincy, MA",2000,63577,25023,25023542200,25002305422,2.50E+12,1255,61910,0.974,3,2500235042200
14484,"Boston-Quincy, MA",2000,63577,25023,25023542300,25002305423,2.50E+12,1684,52340,0.823,3,2500235042300
14484,"Boston-Quincy, MA",2000,63577,25023,25023543100,25002305431,2.50E+12,726,75000,1.18,4,2500235043100
14484,"Boston-Quincy, MA",2000,63577,25023,25023544100,25002305441,2.50E+12,1420,66199,1.041,4,2500235044100
14484,"Boston-Quincy, MA",2000,63577,25023,25023544200,25002305442,2.50E+12,1616,56250,0.885,3,2500235044200
14484,"Boston-Quincy, MA",2000,63577,25023,25023545100,25002305451,2.50E+12,1581,47414,0.746,2,2500235045100
14484,"Boston-Quincy, MA",2000,63577,25023,25023545200,25002305452,2.50E+12,1430,43275,0.681,2,2500235045200
14484,"Boston-Quincy, MA",2000,63577,25023,25023545300,25002305453,2.50E+12,1061,45993,0.723,2,2500235045300
14484,"Boston-Quincy, MA",2000,63577,25023,25023545400,25002305454,2.50E+12,1367,43776,0.689,2,2500235045400
14484,"Boston-Quincy, MA",2000,63577,25023,25023560100,25002305601,2.50E+12,1773,68246,1.073,4,2500235060100
14484,"Boston-Quincy, MA",2000,63577,25023,25023561100,25002305611,2.50E+12,1444,74265,1.168,4,2500235061100
14484,"Boston-Quincy, MA",2000,63577,25025,25025000000,25002500000,2.50E+12,0,,,,2500250000000
14484,"Boston-Quincy, MA",2000,63577,25025,25025000100,25002500001,2.50E+12,700,46100,0.725,2,2500250000100
14484,"Boston-Quincy, MA",2000,63577,25025,25025000201,2.50E+12,2.50E+12,680,62368,0.981,3,2500250000201
14484,"Boston-Quincy, MA",2000,63577,25025,25025000202,2.50E+12,2.50E+12,782,59306,0.933,3,2500250000202
14484,"Boston-Quincy, MA",2000,63577,25025,25025000301,2.50E+12,2.50E+12,507,60347,0.949,3,2500250000301
14484,"Boston-Quincy, MA",2000,63577,25025,25025000302,2.50E+12,2.50E+12,627,66367,1.044,4,2500250000302
14484,"Boston-Quincy, MA",2000,63577,25025,25025000401,2.50E+12,2.50E+12,1017,33487,0.527,1,2500250000401
14484,"Boston-Quincy, MA",2000,63577,25025,25025000402,2.50E+12,2.50E+12,519,60809,0.956,3,2500250000402
14484,"Boston-Quincy, MA",2000,63577,25025,25025000501,2.50E+12,2.50E+12,885,45313,0.713,2,2500250000501
14484,"Boston-Quincy, MA",2000,63577,25025,25025000502,2.50E+12,2.50E+12,332,58750,0.924,3,2500250000502
14484,"Boston-Quincy, MA",2000,63577,25025,25025000601,2.50E+12,2.50E+12,541,49556,0.779,2,2500250000601
14484,"Boston-Quincy, MA",2000,63577,25025,25025000602,2.50E+12,2.50E+12,962,15648,0.246,1,2500250000602
14484,"Boston-Quincy, MA",2000,63577,25025,25025000701,2.50E+12,2.50E+12,609,49063,0.772,2,2500250000701
14484,"Boston-Quincy, MA",2000,63577,25025,25025000702,2.50E+12,2.50E+12,742,36413,0.573,1,2500250000702
14484,"Boston-Quincy, MA",2000,63577,25025,25025000801,2.50E+12,2.50E+12,310,39423,0.62,1,2500250000801
