metro,metname,year,metmedfinc,conum,trnum,gisjoin2,gisjoin3,totfam,medfinc,medfincratio,medcat
21604,"Essex County, MA",1970,11056,25009,25009201100,25000902011,2.50E+12,979,12656,1.145,4
21604,"Essex County, MA",1970,11056,25009,25009202100,25000902021,2.50E+12,1815,11519,1.042,4
21604,"Essex County, MA",1970,11056,25009,25009202200,25000902022,2.50E+12,1818,18020,1.63,6
21604,"Essex County, MA",1970,11056,25009,25009203100,25000902031,2.50E+12,2238,16461,1.489,5
21604,"Essex County, MA",1970,11056,25009,25009203200,25000902032,2.50E+12,1023,15736,1.423,5
21604,"Essex County, MA",1970,11056,25009,25009203300,25000902033,2.50E+12,2412,12674,1.146,4
21604,"Essex County, MA",1970,11056,25009,25009204100,25000902041,2.50E+12,2151,10323,0.934,3
21604,"Essex County, MA",1970,11056,25009,25009204200,25000902042,2.50E+12,1420,9416,0.852,3
21604,"Essex County, MA",1970,11056,25009,25009204300,25000902043,2.50E+12,889,7687,0.695,2
21604,"Essex County, MA",1970,11056,25009,25009204400,25000902044,2.50E+12,1122,9581,0.867,3
21604,"Essex County, MA",1970,11056,25009,25009204500,25000902045,2.50E+12,758,9430,0.853,3
21604,"Essex County, MA",1970,11056,25009,25009204600,25000902046,2.50E+12,1740,10408,0.941,3
21604,"Essex County, MA",1970,11056,25009,25009204700,25000902047,2.50E+12,2108,10579,0.957,3
21604,"Essex County, MA",1970,11056,25009,25009205100,25000902051,2.50E+12,1507,11607,1.05,4
21604,"Essex County, MA",1970,11056,25009,25009205200,25000902052,2.50E+12,1472,11031,0.998,3
21604,"Essex County, MA",1970,11056,25009,25009205300,25000902053,2.50E+12,1617,11139,1.007,4
21604,"Essex County, MA",1970,11056,25009,25009205400,25000902054,2.50E+12,980,12843,1.162,4
21604,"Essex County, MA",1970,11056,25009,25009205500,25000902055,2.50E+12,1152,9395,0.85,3
21604,"Essex County, MA",1970,11056,25009,25009205600,25000902056,2.50E+12,1008,8265,0.748,2
21604,"Essex County, MA",1970,11056,25009,25009205700,25000902057,2.50E+12,1302,11260,1.018,4
21604,"Essex County, MA",1970,11056,25009,25009205800,25000902058,2.50E+12,740,10374,0.938,3
21604,"Essex County, MA",1970,11056,25009,25009205900,25000902059,2.50E+12,1060,9638,0.872,3
21604,"Essex County, MA",1970,11056,25009,25009206000,25000902060,2.50E+12,787,8675,0.785,2
21604,"Essex County, MA",1970,11056,25009,25009206100,25000902061,2.50E+12,872,8348,0.755,2
21604,"Essex County, MA",1970,11056,25009,25009206200,25000902062,2.50E+12,1196,8152,0.737,2
21604,"Essex County, MA",1970,11056,25009,25009206300,25000902063,2.50E+12,1090,8505,0.769,2
21604,"Essex County, MA",1970,11056,25009,25009206400,25000902064,2.50E+12,1427,10170,0.92,3
21604,"Essex County, MA",1970,11056,25009,25009206500,25000902065,2.50E+12,965,8625,0.78,2
21604,"Essex County, MA",1970,11056,25009,25009206600,25000902066,2.50E+12,1281,10372,0.938,3
21604,"Essex County, MA",1970,11056,25009,25009206700,25000902067,2.50E+12,857,10172,0.92,3
21604,"Essex County, MA",1970,11056,25009,25009206800,25000902068,2.50E+12,600,6870,0.621,1
21604,"Essex County, MA",1970,11056,25009,25009206900,25000902069,2.50E+12,645,7989,0.723,2
21604,"Essex County, MA",1970,11056,25009,25009207000,25000902070,2.50E+12,561,6238,0.564,1
21604,"Essex County, MA",1970,11056,25009,25009207100,25000902071,2.50E+12,793,8379,0.758,2
21604,"Essex County, MA",1970,11056,25009,25009207200,25000902072,2.50E+12,559,8125,0.735,2
21604,"Essex County, MA",1970,11056,25009,25009208100,25000902081,2.50E+12,2306,11264,1.019,4
21604,"Essex County, MA",1970,11056,25009,25009208200,25000902082,2.50E+12,1500,11369,1.028,4
21604,"Essex County, MA",1970,11056,25009,25009208300,25000902083,2.50E+12,1797,11534,1.043,4
21604,"Essex County, MA",1970,11056,25009,25009208400,25000902084,2.50E+12,850,12767,1.155,4
21604,"Essex County, MA",1970,11056,25009,25009209100,25000902091,2.50E+12,1587,14385,1.301,5
21604,"Essex County, MA",1970,11056,25009,25009209200,25000902092,2.50E+12,1194,18702,1.692,6
21604,"Essex County, MA",1970,11056,25009,25009210100,25000902101,2.50E+12,1690,13468,1.218,4
21604,"Essex County, MA",1970,11056,25009,25009210200,25000902102,2.50E+12,1560,13152,1.19,4
